cohort,site,sex,id,group,control_group,age_days,dead,status,species,strain,compound,compound_display_name,control_compound,concentration,units,condition,is_control,age_initiation_months
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-72-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-72-2,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-29-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-29-2,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-72-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-113-2,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-113-3,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-72-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-72-2,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-72-3,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R7-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R7-113-2,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R8-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R9-113-1,DR,AL,54,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-30-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-73-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-73-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-73-3,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R10-114-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R10-114-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R10-114-3,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R10-114-4,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R10-30-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-73-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-114-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-73-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-73-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-114-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-73-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-73-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-114-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-30-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-30-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R9-114-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R9-114-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R9-30-1,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R9-30-2,DR,AL,56,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-115-2,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-74-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-74-2,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-74-3,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-31-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-74-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-115-2,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-74-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-74-2,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-115-2,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R7-31-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R8-115-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R8-31-1,DR,AL,58,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-116-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-116-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-75-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-32-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-75-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-75-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-75-3,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-75-4,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-116-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-116-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-116-3,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-116-4,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-116-5,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-75-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-116-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-116-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-75-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-75-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-2,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-3,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-4,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-5,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-6,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-7,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-8,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-116-9,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-32-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R6-32-1,DR,AL,60,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-117-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-33-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-76-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-76-2,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-76-3,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-117-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-76-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-76-2,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-76-3,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-117-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-117-2,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-117-3,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-33-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-76-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-117-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-117-2,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R5-33-1,DR,AL,62,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-77-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R1-77-2,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-34-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-34-2,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-34-3,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-2,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-3,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-4,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-5,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R2-77-6,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-34-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-77-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-77-2,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R3-77-3,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-118-1,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
rh6_null_ld,ALL,all,FLY-rh6_null_ld-B1-DR-R4-118-2,DR,AL,64,true,dead,D. melanogaster,rh6 null,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
